id,region,depth,substrate_type,structural_complexity,water_temperature,salinity,light_availability,coral_cover,algal_cover,marine_protection_status,proximity_to_human_activity,species_Porites,species_Favia,species_Stylophora,species_Acropora,species_Goniastrea,species_Montipora,species_Pocillopora,species_Montastraea,species_Orbicella,species_Siderastrea,species_Fungia
7980,Coral Triangle,10.6,Sandy,0.53,30.9,34.9,Medium,59.0,25.5,Unprotected,33.0,1,0,0,1,0,0,0,0,0,0,0
7981,Coral Triangle,31.5,Rocky,0.85,30.6,34.8,Low,56.7,12.9,Unprotected,33.8,1,0,0,0,0,0,0,0,0,0,0
7982,Caribbean,19.5,Coralline,0.48,26.0,35.8,Medium,62.2,18.7,Unprotected,14.4,0,0,0,0,0,0,0,0,1,1,0
7983,Great Barrier Reef,18.5,Sandy,0.7,26.2,34.0,Medium,58.6,6.1,MPA,30.6,1,0,0,0,0,1,0,0,0,0,0
7984,Red Sea,10.0,Rocky,0.6,30.0,39.0,Medium,61.8,10.3,Unprotected,30.9,1,1,0,1,0,0,0,0,0,0,0
7985,Caribbean,14.9,Rubble,0.5,25.9,34.8,Medium,58.4,14.9,Unprotected,5.6,1,0,0,0,0,0,0,0,0,0,0
7986,Red Sea,20.8,Rubble,0.7,29.8,39.3,Low,66.3,17.9,MPA,71.3,0,1,1,0,0,0,0,0,0,0,0
7987,Great Barrier Reef,17.0,Coralline,0.83,26.1,34.6,Medium,69.8,20.4,MPA,77.6,1,0,0,1,1,0,0,0,0,0,0
7988,Great Barrier Reef,2.9,Coralline,0.91,27.0,34.3,High,69.0,15.1,MPA,117.5,0,0,0,1,1,1,0,0,0,0,0
7989,Coral Triangle,32.5,Sandy,0.65,28.4,34.8,Low,58.0,13.0,Unprotected,31.8,1,0,0,0,0,0,0,0,0,0,1
7990,Great Barrier Reef,21.8,Rocky,0.71,24.2,34.8,Low,64.9,5.5,MPA,78.4,1,0,0,0,1,0,0,0,0,0,0
7991,Red Sea,14.0,Rubble,0.71,29.1,39.1,Medium,57.6,8.0,Unprotected,8.2,0,1,1,0,0,0,0,0,0,0,0
7992,Great Barrier Reef,13.8,Coralline,0.81,27.6,35.4,Medium,71.8,25.9,MPA,103.7,1,0,0,0,1,1,0,0,0,0,0
7993,Great Barrier Reef,13.4,Rocky,0.7,26.2,35.2,Medium,56.5,29.6,MPA,48.7,1,0,0,0,1,1,0,0,0,0,0
7994,Great Barrier Reef,7.8,Coralline,0.73,24.5,34.0,High,83.0,5.8,MPA,64.0,0,0,0,1,0,0,0,0,0,0,0
7995,Great Barrier Reef,10.5,Coralline,0.78,26.4,35.2,Medium,54.2,12.6,Unprotected,68.0,1,0,0,1,1,0,0,0,0,0,0
7996,Great Barrier Reef,28.8,Coralline,0.64,27.6,34.9,Low,52.8,14.4,Unprotected,86.8,0,0,0,0,1,0,0,0,0,0,0
7997,Coral Triangle,22.8,Sandy,0.95,28.6,34.6,Low,51.8,17.2,Unprotected,20.1,1,0,0,0,0,0,0,0,0,0,1
7998,Great Barrier Reef,19.7,Sandy,0.71,24.4,34.6,Medium,57.3,17.2,Unprotected,43.3,1,0,0,0,0,0,0,0,0,0,0
7999,Red Sea,22.7,Sandy,0.65,27.6,39.6,Low,62.6,24.0,Unprotected,25.4,1,1,0,0,0,0,0,0,0,0,0
8000,Great Barrier Reef,8.8,Rocky,0.63,28.0,35.2,High,69.3,8.8,MPA,98.7,1,0,0,1,0,1,0,0,0,0,0
8001,Coral Triangle,2.7,Rocky,0.62,29.7,33.7,High,62.6,12.9,Unprotected,32.2,0,0,0,1,0,0,0,0,0,0,1
8002,Red Sea,27.9,Rubble,0.73,26.0,39.9,Low,58.7,20.8,MPA,48.5,1,1,1,0,0,0,0,0,0,0,0
8003,Red Sea,11.5,Rubble,0.77,27.3,39.1,Medium,68.4,16.9,MPA,32.7,1,1,0,0,0,0,0,0,0,0,0
8004,Red Sea,14.0,Rocky,0.56,26.1,39.5,Medium,61.8,28.8,MPA,53.0,1,1,0,0,0,0,0,0,0,0,0
8005,Red Sea,18.1,Rubble,0.8,29.3,39.1,Medium,70.5,18.7,Unprotected,43.9,1,1,1,0,0,0,0,0,0,0,0
8006,Great Barrier Reef,4.1,Sandy,0.78,26.6,35.2,High,67.2,14.9,MPA,38.2,0,0,0,1,0,1,0,0,0,0,0
8007,Caribbean,24.7,Rubble,0.79,28.1,35.4,Low,62.0,19.4,Unprotected,22.0,1,0,0,0,0,0,0,1,0,0,0
8008,Great Barrier Reef,4.1,Rocky,0.81,27.9,34.2,High,72.4,6.8,Unprotected,80.6,0,0,0,1,0,0,0,0,0,0,0
8009,Coral Triangle,16.9,Rocky,0.62,28.4,34.0,Medium,65.2,7.1,MPA,29.5,1,0,0,1,0,0,0,0,0,0,0
8010,Red Sea,19.1,Sandy,0.71,28.2,39.2,Medium,63.6,19.3,MPA,26.7,1,0,0,0,0,0,0,0,0,0,0
8011,Coral Triangle,36.9,Sandy,0.93,27.9,34.5,Low,50.7,9.9,Unprotected,3.0,1,0,0,0,0,0,0,0,0,0,1
8012,Caribbean,7.3,Silty,0.62,26.3,35.7,High,63.4,27.5,Unprotected,15.8,0,0,0,0,0,0,0,0,1,1,0
8013,Caribbean,4.2,Coralline,0.58,28.2,35.1,High,60.8,7.5,Unprotected,19.5,0,0,0,0,0,0,0,1,1,1,0
8014,Caribbean,9.2,Rubble,0.42,25.1,34.7,High,54.9,14.4,Unprotected,28.1,0,0,0,0,0,0,0,0,1,1,0
8015,Great Barrier Reef,31.3,Sandy,0.74,27.9,34.3,Low,56.1,27.8,Unprotected,46.1,1,0,0,1,0,0,0,0,0,0,0
8016,Great Barrier Reef,23.5,Rocky,0.67,28.5,35.3,Low,57.8,10.6,MPA,74.8,0,0,0,1,1,1,0,0,0,0,0
8017,Red Sea,20.3,Rocky,0.77,29.5,39.3,Low,57.6,24.8,MPA,49.6,1,0,0,0,0,0,0,0,0,0,0
8018,Coral Triangle,5.9,Rocky,0.93,28.3,34.5,High,68.9,11.0,MPA,7.6,0,0,0,1,0,0,0,0,0,0,1
8019,Coral Triangle,33.4,Rocky,0.6,30.6,35.0,Low,46.5,8.4,Unprotected,25.8,1,0,0,0,0,0,0,0,0,0,0
8020,Great Barrier Reef,23.0,Rocky,0.73,24.1,35.5,Low,65.1,25.9,MPA,48.4,1,0,0,1,0,1,0,0,0,0,0
8021,Coral Triangle,28.2,Rocky,0.8,27.7,33.9,Low,61.0,26.8,Unprotected,22.9,0,0,0,1,0,0,1,0,0,0,0
8022,Red Sea,13.3,Sandy,0.81,26.6,40.5,Medium,63.8,19.0,Unprotected,16.3,1,1,0,0,0,0,0,0,0,0,0
8023,Caribbean,16.2,Silty,0.55,25.6,34.8,Medium,49.7,5.1,Unprotected,27.8,1,0,0,0,0,0,0,0,0,1,0
8024,Great Barrier Reef,13.0,Rocky,0.86,25.2,35.1,Medium,66.5,15.4,Unprotected,25.5,1,0,0,0,0,1,0,0,0,0,0
8025,Caribbean,16.5,Rubble,0.49,28.2,35.9,Medium,59.8,29.3,MPA,12.5,0,0,0,0,0,0,0,1,0,1,0
8026,Coral Triangle,29.0,Rocky,0.75,29.0,34.6,Low,57.0,15.4,Unprotected,17.0,0,0,0,0,0,0,1,0,0,0,1
8027,Caribbean,5.4,Rubble,0.8,26.0,35.2,High,69.3,8.7,Unprotected,9.4,0,0,0,0,0,0,0,1,1,1,0
8028,Caribbean,11.2,Coralline,0.64,27.5,35.0,Medium,50.5,12.1,Unprotected,24.2,1,0,0,0,0,0,0,0,1,0,0
8029,Red Sea,24.8,Sandy,0.85,27.7,40.0,Low,54.8,5.5,Unprotected,38.6,1,1,0,0,0,0,0,0,0,0,0
8030,Caribbean,12.0,Coralline,0.66,27.3,35.4,Medium,65.6,8.4,Unprotected,24.7,0,0,0,0,0,0,0,0,1,1,0
8031,Great Barrier Reef,32.0,Rocky,0.75,25.1,34.8,Low,64.1,22.2,MPA,24.9,1,0,0,0,0,1,0,0,0,0,0
8032,Red Sea,26.4,Rubble,0.85,26.6,40.1,Low,55.4,25.8,Unprotected,4.7,1,1,0,0,0,0,0,0,0,0,0
8033,Great Barrier Reef,17.3,Coralline,0.94,27.2,35.3,Medium,64.8,5.7,MPA,130.0,1,0,0,0,1,0,0,0,0,0,0
8034,Red Sea,25.9,Rocky,0.81,26.2,39.7,Low,49.2,8.2,Unprotected,27.4,0,0,1,0,0,0,0,0,0,0,0
8035,Great Barrier Reef,12.3,Sandy,0.88,26.4,35.1,Medium,56.9,24.9,Unprotected,85.4,1,0,0,0,0,1,0,0,0,0,0
8036,Caribbean,9.4,Silty,0.6,26.1,35.6,High,77.1,22.9,MPA,21.7,0,0,0,0,0,0,0,1,1,0,0
8037,Red Sea,18.2,Sandy,0.8,27.2,40.9,Medium,56.3,14.1,Unprotected,48.4,1,0,0,1,0,0,0,0,0,0,0
8038,Red Sea,21.5,Rocky,0.56,28.4,40.7,Low,53.0,15.3,Unprotected,5.7,1,0,0,1,0,0,0,0,0,0,0
8039,Great Barrier Reef,12.1,Sandy,0.73,25.7,34.5,Medium,69.0,23.6,MPA,129.4,1,0,0,1,0,0,0,0,0,0,0
8040,Coral Triangle,39.9,Sandy,0.73,28.7,33.5,Low,43.3,20.5,Unprotected,24.6,1,0,0,0,0,0,0,0,0,0,1
8041,Coral Triangle,32.5,Rocky,0.87,30.9,34.6,Low,65.0,18.3,MPA,31.0,1,0,0,0,0,0,1,0,0,0,1
8042,Coral Triangle,15.1,Rocky,0.79,29.9,34.2,Medium,62.3,16.0,Unprotected,9.3,1,0,0,0,0,0,1,0,0,0,1
8043,Coral Triangle,1.8,Rubble,0.82,27.3,34.2,High,62.8,14.7,Unprotected,12.9,0,0,0,1,0,0,0,0,0,0,1
8044,Coral Triangle,38.2,Rubble,0.58,28.7,33.9,Low,58.8,25.8,MPA,51.9,0,0,0,0,0,0,1,0,0,0,1
8045,Coral Triangle,13.9,Rocky,0.62,27.6,34.7,Medium,69.1,24.1,Unprotected,36.6,1,0,0,0,0,0,1,0,0,0,1
8046,Coral Triangle,9.6,Rocky,0.76,27.5,34.1,High,60.0,11.0,Unprotected,8.0,1,0,0,1,0,0,0,0,0,0,0
8047,Great Barrier Reef,13.2,Sandy,0.9,27.0,35.1,Medium,69.7,10.3,MPA,66.3,1,0,0,0,1,1,0,0,0,0,0
8048,Caribbean,12.8,Coralline,0.72,27.9,34.8,Medium,63.0,7.9,MPA,6.8,1,0,0,0,0,0,0,1,0,0,0
8049,Caribbean,23.2,Rubble,0.74,28.9,35.9,Low,56.1,10.0,Unprotected,14.0,1,0,0,0,0,0,0,0,0,1,0
8050,Red Sea,13.6,Sandy,0.78,26.3,40.6,Medium,61.2,25.4,MPA,63.6,1,1,1,0,0,0,0,0,0,0,0
8051,Red Sea,19.3,Sandy,0.57,28.4,39.6,Medium,62.3,29.6,Unprotected,24.4,1,0,0,1,0,0,0,0,0,0,0
8052,Red Sea,29.0,Rubble,0.78,28.2,40.6,Low,49.5,22.4,MPA,47.9,1,1,0,0,0,0,0,0,0,0,0
8053,Red Sea,22.2,Rubble,0.76,28.8,39.3,Low,63.2,24.0,Unprotected,43.9,1,0,1,0,0,0,0,0,0,0,0
8054,Coral Triangle,12.8,Sandy,0.81,29.4,34.4,Medium,65.5,28.5,MPA,42.2,1,0,0,0,0,0,1,0,0,0,0
8055,Great Barrier Reef,13.9,Sandy,0.88,26.4,35.4,Medium,59.4,10.7,MPA,37.1,1,0,0,0,1,1,0,0,0,0,0
8056,Red Sea,17.6,Sandy,0.74,29.6,40.8,Medium,65.0,16.5,MPA,50.8,1,1,0,0,0,0,0,0,0,0,0
8057,Red Sea,14.6,Rubble,0.66,26.7,40.2,Medium,59.0,16.5,Unprotected,40.9,1,0,1,0,0,0,0,0,0,0,0
8058,Red Sea,29.3,Rocky,0.7,26.6,39.0,Low,59.0,17.1,Unprotected,35.2,0,1,0,1,0,0,0,0,0,0,0
8059,Red Sea,29.9,Sandy,0.77,28.1,41.0,Low,50.5,20.4,Unprotected,31.5,1,0,1,0,0,0,0,0,0,0,0
8060,Great Barrier Reef,29.8,Coralline,0.61,27.4,34.0,Low,64.8,7.1,MPA,94.3,1,0,0,0,0,1,0,0,0,0,0
8061,Red Sea,24.9,Sandy,0.83,28.3,40.6,Low,61.1,10.6,MPA,74.9,1,1,0,0,0,0,0,0,0,0,0
8062,Caribbean,10.1,Rubble,0.5,27.1,35.4,Medium,61.4,16.3,MPA,18.0,0,0,0,0,0,0,0,1,0,1,0
8063,Caribbean,5.9,Coralline,0.7,28.0,35.8,High,65.7,27.6,MPA,26.9,0,0,0,0,0,0,0,1,1,1,0
8064,Coral Triangle,38.2,Sandy,0.76,27.1,34.4,Low,50.8,17.4,Unprotected,2.4,0,0,0,0,0,0,1,0,0,0,0
8065,Coral Triangle,19.7,Sandy,0.67,29.5,34.0,Medium,57.8,23.4,Unprotected,16.4,0,0,0,0,0,0,0,0,0,0,1
8066,Coral Triangle,14.1,Rubble,0.91,29.0,34.6,Medium,68.0,13.1,Unprotected,12.3,1,0,0,0,0,0,0,0,0,0,1
8067,Coral Triangle,11.7,Rubble,0.89,30.7,34.1,Medium,62.2,11.5,Unprotected,38.9,1,0,0,0,0,0,0,0,0,0,0
8068,Coral Triangle,5.4,Rocky,0.68,30.2,34.9,High,73.9,8.8,Unprotected,26.8,0,0,0,1,0,0,0,0,0,0,1
8069,Caribbean,16.9,Rubble,0.63,25.8,34.8,Medium,59.1,21.1,MPA,30.4,1,0,0,0,0,0,0,0,1,1,0
8070,Coral Triangle,34.9,Rubble,0.75,28.2,33.7,Low,56.3,9.8,Unprotected,29.3,1,0,0,0,0,0,1,0,0,0,0
8071,Caribbean,4.3,Coralline,0.68,26.0,34.8,High,65.6,11.0,MPA,55.2,1,0,0,0,0,0,0,1,0,1,0
8072,Great Barrier Reef,17.7,Sandy,0.6,25.0,34.7,Medium,64.4,20.2,MPA,142.4,1,0,0,0,0,0,0,0,0,0,0
8073,Caribbean,20.5,Rubble,0.56,28.9,34.7,Low,55.7,6.7,Unprotected,29.2,1,0,0,0,0,0,0,0,0,0,0
8074,Red Sea,21.3,Sandy,0.78,29.4,40.7,Low,48.5,16.9,Unprotected,42.3,1,1,0,0,0,0,0,0,0,0,0
8075,Coral Triangle,9.6,Sandy,0.78,29.8,33.6,High,62.6,12.6,Unprotected,35.0,0,0,0,1,0,0,0,0,0,0,1
8076,Coral Triangle,19.6,Rubble,0.82,28.1,34.5,Medium,66.3,15.6,Unprotected,2.5,1,0,0,0,0,0,1,0,0,0,0
8077,Red Sea,15.4,Rubble,0.56,27.2,40.9,Medium,66.5,14.1,MPA,40.9,1,1,0,0,0,0,0,0,0,0,0
8078,Caribbean,22.8,Rubble,0.75,28.8,35.5,Low,56.3,28.3,MPA,44.2,1,0,0,0,0,0,0,1,0,0,0
8079,Coral Triangle,9.7,Rocky,0.89,30.4,35.0,High,74.8,24.5,MPA,51.3,0,0,0,1,0,0,1,0,0,0,1
8080,Great Barrier Reef,29.9,Coralline,0.73,27.9,35.3,Low,61.0,24.3,MPA,42.0,1,0,0,0,0,1,0,0,0,0,0
8081,Coral Triangle,33.4,Rocky,0.76,29.5,34.6,Low,60.3,10.9,Unprotected,20.9,1,0,0,0,0,0,0,0,0,0,0
8082,Great Barrier Reef,19.7,Coralline,0.75,26.7,34.3,Medium,49.7,19.7,MPA,133.7,1,0,0,0,0,1,0,0,0,0,0
8083,Caribbean,18.2,Silty,0.63,28.2,35.0,Medium,65.7,24.9,MPA,24.4,1,0,0,0,0,0,0,0,0,0,0
8084,Caribbean,20.2,Rubble,0.6,28.4,35.8,Low,55.8,20.3,Unprotected,15.1,0,0,0,0,0,0,0,0,1,1,0
8085,Great Barrier Reef,4.5,Rocky,0.76,27.4,35.4,High,67.9,15.2,MPA,72.7,0,0,0,1,0,0,0,0,0,0,0
8086,Great Barrier Reef,22.1,Sandy,0.81,25.6,34.2,Low,64.7,9.3,MPA,138.0,1,0,0,0,1,0,0,0,0,0,0
8087,Caribbean,13.1,Coralline,0.52,25.6,35.5,Medium,57.2,19.5,MPA,21.0,1,0,0,0,0,0,0,0,1,0,0
8088,Caribbean,6.9,Coralline,0.66,26.7,35.9,High,52.8,6.3,Unprotected,6.6,0,0,0,0,0,0,0,1,0,1,0
8089,Coral Triangle,9.9,Sandy,0.53,28.3,34.6,High,64.5,17.6,Unprotected,36.2,0,0,0,1,0,0,1,0,0,0,0
8090,Coral Triangle,35.1,Rocky,0.55,28.9,34.9,Low,49.1,23.1,Unprotected,8.5,1,0,0,0,0,0,0,0,0,0,0
8091,Red Sea,22.4,Sandy,0.8,29.4,40.1,Low,50.1,9.5,Unprotected,28.4,1,1,0,0,0,0,0,0,0,0,0
8092,Caribbean,22.2,Coralline,0.59,28.4,35.3,Low,53.5,9.2,Unprotected,25.5,1,0,0,0,0,0,0,0,0,1,0
8093,Coral Triangle,11.5,Rubble,0.84,28.5,34.5,Medium,56.4,11.1,Unprotected,29.9,1,0,0,0,0,0,1,0,0,0,1
8094,Great Barrier Reef,6.7,Rocky,0.84,26.4,35.0,High,68.1,16.5,MPA,131.8,0,0,0,1,1,0,0,0,0,0,0
8095,Caribbean,21.1,Silty,0.72,28.2,35.5,Low,55.2,6.7,MPA,15.8,0,0,0,0,0,0,0,1,0,1,0
8096,Red Sea,5.9,Rubble,0.57,26.1,39.2,High,69.5,27.5,Unprotected,37.3,0,0,0,1,0,0,0,0,0,0,0
8097,Red Sea,14.6,Rubble,0.76,27.6,40.2,Medium,66.8,5.3,MPA,34.9,1,1,0,0,0,0,0,0,0,0,0
8098,Caribbean,3.8,Silty,0.69,25.3,35.2,High,68.1,23.4,Unprotected,3.3,0,0,0,0,0,0,0,0,1,1,0
8099,Great Barrier Reef,26.1,Rocky,0.82,28.1,34.4,Low,67.7,9.1,MPA,67.3,1,0,0,0,1,0,0,0,0,0,0
8100,Great Barrier Reef,8.6,Rocky,0.85,27.9,34.6,High,66.0,17.4,Unprotected,95.5,0,0,0,1,0,1,0,0,0,0,0
8101,Red Sea,23.4,Rubble,0.83,26.8,39.9,Low,67.0,25.7,Unprotected,37.1,0,0,0,1,0,0,0,0,0,0,0
8102,Great Barrier Reef,5.7,Rocky,0.89,27.9,35.3,High,67.6,17.1,MPA,116.2,0,0,0,1,1,1,0,0,0,0,0
8103,Great Barrier Reef,18.5,Coralline,0.73,24.8,34.6,Medium,63.0,17.8,Unprotected,32.7,0,0,0,1,0,1,0,0,0,0,0
8104,Great Barrier Reef,4.1,Rocky,0.89,27.1,34.2,High,61.7,19.7,MPA,61.4,0,0,0,1,0,0,0,0,0,0,0
8105,Great Barrier Reef,33.7,Rocky,0.86,27.8,34.6,Low,51.1,25.6,MPA,42.3,1,0,0,1,0,0,0,0,0,0,0
8106,Coral Triangle,37.0,Rocky,0.82,27.2,34.0,Low,57.5,22.0,Unprotected,25.5,1,0,0,0,0,0,1,0,0,0,0
8107,Coral Triangle,11.5,Rubble,0.54,29.3,33.6,Medium,56.1,20.5,Unprotected,22.6,1,0,0,0,0,0,1,0,0,0,0
8108,Coral Triangle,2.8,Rocky,0.76,30.1,33.9,High,66.9,14.5,Unprotected,6.8,0,0,0,1,0,0,0,0,0,0,1
8109,Red Sea,24.3,Rubble,0.88,28.8,40.7,Low,60.5,28.8,Unprotected,41.1,1,0,1,1,0,0,0,0,0,0,0
8110,Great Barrier Reef,27.0,Rocky,0.72,27.2,34.7,Low,61.9,11.2,MPA,117.1,0,0,0,0,1,1,0,0,0,0,0
8111,Great Barrier Reef,24.1,Coralline,0.83,26.5,34.1,Low,58.7,14.2,MPA,71.0,1,0,0,0,1,1,0,0,0,0,0
8112,Red Sea,12.6,Rocky,0.71,29.6,40.8,Medium,57.2,13.0,Unprotected,9.5,1,0,0,0,0,0,0,0,0,0,0
8113,Red Sea,15.3,Sandy,0.57,26.8,39.5,Medium,64.0,7.5,Unprotected,9.8,0,1,0,1,0,0,0,0,0,0,0
8114,Red Sea,28.3,Rocky,0.89,28.7,40.0,Low,65.3,28.6,Unprotected,44.8,1,1,0,0,0,0,0,0,0,0,0
8115,Great Barrier Reef,20.5,Rocky,0.7,26.8,34.2,Low,61.2,23.8,MPA,33.3,0,0,0,1,0,1,0,0,0,0,0
8116,Great Barrier Reef,2.8,Sandy,0.78,24.4,34.1,High,68.8,20.7,MPA,24.0,0,0,0,1,0,1,0,0,0,0,0
8117,Caribbean,8.0,Coralline,0.52,26.3,35.1,High,62.2,18.8,Unprotected,14.2,1,0,0,0,0,0,0,1,1,0,0
8118,Great Barrier Reef,25.2,Coralline,0.61,28.1,35.2,Low,50.6,22.5,MPA,45.9,1,0,0,1,1,0,0,0,0,0,0
8119,Coral Triangle,37.9,Rocky,0.63,28.6,34.1,Low,52.3,23.7,Unprotected,15.1,0,0,0,1,0,0,1,0,0,0,0
8120,Coral Triangle,35.2,Rocky,0.52,28.8,34.3,Low,62.1,14.7,Unprotected,18.5,1,0,0,0,0,0,0,0,0,0,1
8121,Red Sea,24.0,Rocky,0.52,26.3,40.9,Low,60.7,20.2,Unprotected,2.9,1,1,0,0,0,0,0,0,0,0,0
8122,Great Barrier Reef,16.0,Sandy,0.79,26.8,34.3,Medium,65.9,17.5,MPA,56.6,1,0,0,1,0,1,0,0,0,0,0
8123,Great Barrier Reef,17.9,Coralline,0.73,28.0,34.6,Medium,53.7,9.9,MPA,36.0,1,0,0,0,1,0,0,0,0,0,0
8124,Caribbean,9.3,Rubble,0.42,25.3,34.9,High,53.5,7.5,Unprotected,22.0,0,0,0,0,0,0,0,1,0,1,0
8125,Red Sea,9.1,Rocky,0.72,29.2,40.3,High,67.3,21.6,Unprotected,45.0,0,0,0,1,0,0,0,0,0,0,0
8126,Red Sea,15.5,Sandy,0.85,28.0,40.3,Medium,59.7,17.4,Unprotected,9.1,1,0,0,0,0,0,0,0,0,0,0
8127,Coral Triangle,29.2,Rubble,0.52,28.5,33.5,Low,42.0,25.0,Unprotected,27.9,0,0,0,0,0,0,0,0,0,0,1
8128,Coral Triangle,38.8,Sandy,0.5,29.7,34.6,Low,54.5,21.4,Unprotected,32.7,1,0,0,0,0,0,1,0,0,0,0
8129,Coral Triangle,2.0,Rocky,0.63,28.7,34.2,High,68.0,17.1,Unprotected,29.8,0,0,0,1,0,0,0,0,0,0,0
8130,Caribbean,12.6,Rubble,0.5,29.0,35.0,Medium,69.8,20.0,MPA,13.0,1,0,0,0,0,0,0,1,0,0,0
8131,Caribbean,10.7,Coralline,0.55,26.7,35.0,Medium,57.2,18.9,Unprotected,3.0,0,0,0,0,0,0,0,0,1,1,0
8132,Great Barrier Reef,25.6,Rocky,0.82,24.1,34.6,Low,54.0,20.9,Unprotected,14.3,1,0,0,0,1,0,0,0,0,0,0
8133,Caribbean,18.5,Rubble,0.47,28.2,35.5,Medium,53.4,12.9,Unprotected,4.4,0,0,0,0,0,0,0,0,1,1,0
8134,Caribbean,18.1,Rubble,0.69,25.7,35.5,Medium,57.9,5.8,Unprotected,27.2,1,0,0,0,0,0,0,0,1,0,0
8135,Great Barrier Reef,7.2,Sandy,0.69,27.2,34.8,High,67.2,25.5,MPA,113.1,0,0,0,1,0,1,0,0,0,0,0
8136,Great Barrier Reef,2.8,Coralline,0.7,27.3,34.2,High,68.1,7.3,MPA,42.9,0,0,0,1,0,1,0,0,0,0,0
8137,Great Barrier Reef,11.5,Sandy,0.63,25.0,34.7,Medium,73.6,26.4,MPA,149.2,1,0,0,0,0,1,0,0,0,0,0
8138,Great Barrier Reef,24.4,Coralline,0.85,27.2,34.3,Low,62.7,14.7,MPA,22.5,1,0,0,0,1,0,0,0,0,0,0
8139,Caribbean,6.2,Coralline,0.45,29.0,34.8,High,57.7,15.9,Unprotected,13.3,0,0,0,0,0,0,0,1,1,0,0
8140,Coral Triangle,20.6,Rocky,0.66,29.3,34.5,Low,55.7,9.1,MPA,16.7,1,0,0,0,0,0,0,0,0,0,1
8141,Great Barrier Reef,4.2,Sandy,0.91,28.2,34.6,High,70.4,8.4,Unprotected,89.2,0,0,0,1,0,1,0,0,0,0,0
8142,Caribbean,10.6,Rubble,0.47,28.9,35.8,Medium,58.4,6.1,MPA,52.8,1,0,0,0,0,0,0,1,0,0,0
8143,Great Barrier Reef,28.6,Sandy,0.64,27.1,34.3,Low,56.6,15.6,MPA,143.6,1,0,0,0,1,0,0,0,0,0,0
8144,Red Sea,12.4,Rocky,0.71,26.6,40.7,Medium,68.4,20.4,MPA,44.8,1,1,0,0,0,0,0,0,0,0,0
8145,Coral Triangle,30.9,Sandy,0.69,27.2,34.0,Low,54.6,22.1,Unprotected,38.9,1,0,0,0,0,0,0,0,0,0,0
8146,Caribbean,17.6,Rubble,0.79,28.9,35.3,Medium,53.5,21.9,Unprotected,15.4,1,0,0,0,0,0,0,0,0,0,0
8147,Coral Triangle,1.5,Rocky,0.62,28.4,33.9,High,73.9,16.7,MPA,7.5,1,0,0,1,0,0,0,0,0,0,0
8148,Red Sea,23.5,Sandy,0.77,27.7,39.7,Low,58.3,17.3,MPA,39.5,1,0,1,0,0,0,0,0,0,0,0
8149,Great Barrier Reef,4.5,Rocky,0.63,26.2,35.4,High,69.5,22.6,MPA,129.6,0,0,0,1,0,1,0,0,0,0,0
8150,Red Sea,10.6,Rubble,0.86,28.7,40.1,Medium,63.3,15.7,Unprotected,3.2,1,0,1,0,0,0,0,0,0,0,0
8151,Caribbean,11.8,Coralline,0.79,26.4,35.7,Medium,64.0,8.0,Unprotected,9.1,1,0,0,0,0,0,0,0,0,0,0
8152,Caribbean,19.0,Silty,0.45,28.9,35.1,Medium,58.8,5.7,Unprotected,21.6,1,0,0,0,0,0,0,1,0,0,0
8153,Great Barrier Reef,15.3,Sandy,0.67,25.0,35.2,Medium,61.5,16.3,MPA,123.5,1,0,0,0,1,1,0,0,0,0,0
8154,Red Sea,6.4,Rocky,0.51,26.9,39.9,High,56.9,29.2,Unprotected,22.6,0,1,1,1,0,0,0,0,0,0,0
8155,Red Sea,25.5,Sandy,0.69,29.5,39.9,Low,59.4,27.6,Unprotected,3.0,0,0,1,0,0,0,0,0,0,0,0
8156,Caribbean,13.8,Silty,0.76,26.6,36.0,Medium,58.7,29.2,MPA,26.0,1,0,0,0,0,0,0,1,0,0,0
8157,Great Barrier Reef,3.3,Coralline,0.65,27.8,34.9,High,60.7,18.1,MPA,66.7,0,0,0,1,1,0,0,0,0,0,0
8158,Great Barrier Reef,23.1,Sandy,0.69,27.8,34.5,Low,53.1,19.4,Unprotected,79.4,1,0,0,0,1,0,0,0,0,0,0
8159,Caribbean,24.3,Coralline,0.5,28.9,35.7,Low,59.7,24.7,Unprotected,2.9,1,0,0,0,0,0,0,0,1,0,0
8160,Great Barrier Reef,31.1,Coralline,0.9,24.3,35.1,Low,64.7,24.0,MPA,62.7,1,0,0,1,0,0,0,0,0,0,0
8161,Red Sea,25.3,Rocky,0.86,26.8,40.2,Low,62.0,8.2,Unprotected,9.5,1,1,0,0,0,0,0,0,0,0,0
8162,Caribbean,6.7,Rubble,0.77,25.6,34.6,High,70.2,25.6,Unprotected,11.8,0,0,0,0,0,0,0,1,0,1,0
8163,Coral Triangle,33.7,Rubble,0.5,31.0,33.6,Low,50.0,28.3,Unprotected,7.7,1,0,0,0,0,0,0,0,0,0,0
8164,Great Barrier Reef,26.2,Coralline,0.6,25.0,35.0,Low,59.8,9.4,MPA,115.5,1,0,0,0,1,0,0,0,0,0,0
8165,Great Barrier Reef,16.4,Sandy,0.72,26.8,34.6,Medium,70.3,27.8,Unprotected,12.1,1,0,0,0,1,0,0,0,0,0,0
8166,Caribbean,16.4,Rubble,0.73,25.5,34.8,Medium,58.0,8.2,Unprotected,13.2,1,0,0,0,0,0,0,1,0,1,0
